iso3c	year	births	schooling	population	continent	skilled	hexp
CSK	1980	NA	NA	NA	NA	NA	NA
CSK	1985	NA	NA	NA	NA	NA	NA
CSK	1990	NA	NA	NA	NA	NA	NA
CZE	1995	1.28	12.099	10327253	Europe	100	NA
CZE	2000	1.15	12.673	10255063	Europe	99.8	5.70103025
CZE	2005	1.29	12.738	10211216	Europe	99.8	6.34086704
CZE	2010	1.51	12.774	10474410	Europe	99.7	7.55343866
CZE	2015	1.57	12.945	10546059	Europe	NA	7.3351512
BEN	1965	6.605	0.423	2757936	Africa	NA	NA
BEN	1970	6.735	0.471	3065057	Africa	NA	NA
BEN	1975	6.83	0.532	3445407	Africa	NA	NA
BEN	1980	6.989	0.698	3925251	Africa	NA	NA
BEN	1985	7.003	1.043	4538012	Africa	NA	NA
BEN	1990	6.741	1.417	5281479	Africa	NA	NA
BEN	1995	6.33	1.765	6226773	Africa	NA	NA
BEN	2000	5.937	2.163	7221619	Africa	NA	2.9591713
BEN	2005	5.692	2.686	8426144	Africa	75	3.22345805
BEN	2010	5.452	3.486	9797484	Africa	NA	3.00988984
BEN	2015	5.32	4.225	11360681	Africa	NA	2.72813416
DNK	1960	2.57	4.717	4579603	Europe	NA	NA
DNK	1965	2.61	5.578	4759012	Europe	NA	NA
DNK	1970	1.95	6.638	4928757	Europe	NA	NA
DNK	1975	1.92	7.501	5059862	Europe	NA	NA
DNK	1980	1.55	8.37	5123027	Europe	NA	NA
DNK	1985	1.45	9.106	5113691	Europe	NA	NA
DNK	1990	1.67	10.211	5140939	Europe	NA	NA
DNK	1995	1.8	10.844	5233373	Europe	NA	NA
DNK	2000	1.77	11.39	5339616	Europe	98.8	8.10438347
DNK	2005	1.8	11.769	5419432	Europe	98.8	9.0905695
DNK	2010	1.87	12.029	5547683	Europe	98.5	10.60774708
DNK	2015	1.71	13.203	5683483	Europe	95.4	10.34411812
DMA	1980	3.035	NA	73083	Americas	NA	NA
DMA	1985	3.116	NA	71744	Americas	NA	NA
DMA	1990	3.092	NA	69627	Americas	NA	NA
DMA	1995	2.708	NA	69469	Americas	100	NA
DMA	2000	2.346	NA	68511	Americas	100	5.32374382
DMA	2005	1.998	NA	68734	Americas	99	4.97772503
DMA	2010	1.887	NA	68859	Americas	100	5.15711927
DMA	2015	1.648	NA	70410	Americas	100	5.15941811
DOM	1960	7.555	2.803	3268336	Americas	NA	NA
DOM	1965	7.053	3.03	3808963	Americas	NA	NA
DOM	1970	6.184	3.603	4399290	Americas	NA	NA
DOM	1975	5.235	4.069	5046776	Americas	NA	NA
DOM	1980	4.302	4.673	5729037	Americas	NA	NA
DOM	1985	3.686	5.344	6430404	Americas	NA	NA
DOM	1990	3.411	6.07	7151166	Americas	NA	NA
DOM	1995	3.101	6.639	7888115	Americas	NA	NA
DOM	2000	2.869	7.168	8584190	Americas	97.6	4.88427496
DOM	2005	2.574	7.754	9225034	Americas	NA	4.35391188
DOM	2010	2.556	8.471	9820175	Americas	97.8	4.92355442
DOM	2015	2.43	10.127	10434829	Americas	99.6	4.72216797
ECU	1960	6.721	3.01	4590891	Americas	NA	NA
ECU	1965	6.564	3.676	5303963	Americas	NA	NA
ECU	1970	6.138	4.221	6155387	Americas	NA	NA
ECU	1975	5.426	4.775	7118251	Americas	NA	NA
ECU	1980	4.73	6.08	8165877	Americas	NA	NA
ECU	1985	4.145	6.489	9311154	Americas	NA	NA
ECU	1990	3.68	6.998	10473673	Americas	NA	NA
ECU	1995	3.381	7.185	11590514	Americas	NA	NA
ECU	2000	3.102	7.348	12689206	Americas	70.9	3.4825685
ECU	2005	2.8	7.665	13846163	Americas	78.5	5.76793766
ECU	2010	2.615	8.049	15076695	Americas	87.4	6.34925699
ECU	2015	2.209	9.297	16266225	Americas	94.2	7.76786041
SLV	1960	6.618	1.793	2791459	Americas	NA	NA
SLV	1965	6.636	2.177	3199466	Americas	NA	NA
SLV	1970	6.178	2.654	3668796	Americas	NA	NA
SLV	1975	5.705	3.1	4120449	Americas	NA	NA
SLV	1980	5.107	3.531	4540382	Americas	NA	NA
SLV	1985	4.316	4.376	4894706	Americas	85.4	NA
SLV	1990	3.964	4.961	5399726	Americas	NA	NA
SLV	1995	3.568	5.641	5762131	Americas	NA	NA
SLV	2000	3.076	6.817	5943366	Americas	NA	7.84342813
SLV	2005	2.44	7.808	6005578	Americas	87.2	9.20057869
SLV	2010	2.239	7.927	6068249	Americas	98	8.90416241
SLV	2015	2.067	7.549	6183676	Americas	99.9	8.75833225
GNQ	1970	5.808	NA	320803	Africa	NA	NA
GNQ	1975	5.791	NA	287901	Africa	NA	NA
GNQ	1980	5.835	NA	288644	Africa	NA	NA
GNQ	1985	5.946	NA	385547	Africa	NA	NA
GNQ	1990	5.987	NA	474274	Africa	NA	NA
GNQ	1995	5.971	NA	571264	Africa	NA	NA
GNQ	2000	5.834	NA	703279	Africa	64.6	1.10719955
GNQ	2005	5.559	NA	947367	Africa	NA	1.29643011
GNQ	2010	5.209	NA	1189085	Africa	NA	1.62134743
GNQ	2015	4.774	NA	1453923	Africa	NA	2.34058237
ETH	1960	6.514	NA	21376693	Africa	NA	NA
ETH	1965	6.63	NA	24310612	Africa	NA	NA
ETH	1970	6.782	NA	27829128	Africa	NA	NA
ETH	1975	7.079	NA	31723252	Africa	NA	NA
ETH	1980	7.287	NA	34428514	Africa	NA	NA
ETH	1985	7.338	NA	39842136	Africa	NA	NA
ETH	1990	7.196	NA	47609755	Africa	NA	NA
ETH	1995	6.998	NA	57537335	Africa	NA	NA
ETH	2000	6.654	NA	67411494	Africa	5.6	4.36504698
ETH	2005	6.194	NA	78367470	Africa	5.7	4.10098124
ETH	2010	5.282	NA	90538514	Africa	NA	5.46637249
ETH	2015	4.529	NA	103867135	Africa	NA	3.82316828
ERI	1995	5.939	NA	2025267	Africa	20.6	NA
ERI	2000	5.397	NA	2247031	Africa	NA	5.76670074
ERI	2005	4.934	NA	2661215	Africa	NA	6.8641758
ERI	2010	4.571	NA	2945186	Africa	34.1	4.81866503
ERI	2015	4.217	NA	3105546	Africa	NA	4.50776815
EST	1995	1.38	11.177	1436634	Europe	99.3	NA
EST	2000	1.36	12.203	1396985	Europe	99.6	5.17029095
EST	2005	1.52	12.363	1354775	Europe	99.7	5.29536009
EST	2010	1.72	12.668	1331475	Europe	99.8	6.59433842
EST	2015	1.58	12.792	1315407	Europe	99.7	6.64135027
FJI	1975	4.104	5.918	575906	Oceania	NA	NA
FJI	1980	4.038	6.845	641975	Oceania	NA	NA
FJI	1985	3.663	7.615	723761	Oceania	NA	NA
FJI	1990	3.386	9.05	773316	Oceania	95.3	NA
FJI	1995	3.251	10.118	798746	Oceania	96.2	NA
FJI	2000	2.992	9.901	840909	Oceania	96.9	3.42441177
FJI	2005	2.917	9.764	882379	Oceania	97.2	3.25656676
FJI	2010	2.696	10.44	910419	Oceania	99.7	3.41664124
FJI	2015	2.567	10.454	918578	Oceania	99.9	3.32468939
FIN	1960	2.72	4.184	4429634	Europe	NA	NA
FIN	1965	2.48	4.932	4563732	Europe	NA	NA
FIN	1970	1.83	5.95	4606307	Europe	NA	NA
FIN	1975	1.68	6.991	4711440	Europe	NA	NA
FIN	1980	1.63	7.924	4779535	Europe	NA	NA
FIN	1985	1.64	7.894	4902206	Europe	NA	NA
FIN	1990	1.78	8.506	4986431	Europe	98.8	NA
FIN	1995	1.81	9.377	5107790	Europe	98.5	NA
FIN	2000	1.73	10.083	5176209	Europe	99.9	7.09253168
FIN	2005	1.8	10.669	5246096	Europe	99.9	8.28795624
FIN	2010	1.87	10.97	5363352	Europe	99.8	9.14202785
FIN	2015	1.65	11.576	5479531	Europe	99.7	9.64523888
FRA	1965	2.84	4.586	49877725	Europe	NA	NA
FRA	1970	2.55	5.194	52007169	Europe	NA	NA
FRA	1975	2.09	5.823	54002853	Europe	NA	NA
FRA	1980	1.85	6.205	55274184	Europe	NA	NA
FRA	1985	1.86	7.185	56665619	Europe	NA	NA
FRA	1990	1.77	8.148	58261012	Europe	NA	NA
FRA	1995	1.74	9.212	59541294	Europe	NA	NA
FRA	2000	1.89	10.105	60918661	Europe	NA	9.58447742
FRA	2005	1.94	10.779	63180854	Europe	97.9	10.2148447
FRA	2010	2.03	11.292	65026211	Europe	97.5	11.22560215
FRA	2015	1.96	10.471	66548272	Europe	97.7	11.43985462
DJI	1980	6.46	NA	325815	Africa	NA	NA
DJI	1985	6.192	NA	402687	Africa	NA	NA
DJI	1990	5.931	NA	579538	Africa	NA	NA
DJI	1995	5.331	NA	633074	Africa	NA	NA
DJI	2000	4.601	NA	747318	Africa	NA	3.39641857
DJI	2005	4.035	NA	839167	Africa	NA	3.80321956
DJI	2010	3.431	NA	930251	Africa	NA	3.35699701
DJI	2015	3.041	NA	1020313	Africa	NA	3.3475771
GAB	1960	4.422	1.471	512316	Africa	NA	NA
GAB	1965	4.785	2.046	546308	Africa	NA	NA
GAB	1970	5.097	2.717	595846	Africa	NA	NA
GAB	1975	5.391	3.818	662197	Africa	NA	NA
GAB	1980	5.664	4.889	748389	Africa	NA	NA
GAB	1985	5.713	5.946	856726	Africa	NA	NA
GAB	1990	5.459	6.746	983734	Africa	NA	NA
GAB	1995	4.884	7.63	1123213	Africa	NA	NA
GAB	2000	4.469	8.435	1275572	Africa	82.6	2.90124774
GAB	2005	4.21	8.981	1463495	Africa	NA	2.93180609
GAB	2010	4.153	9.47	1719879	Africa	NA	2.47556901
GAB	2015	3.921	9.873	2040989	Africa	NA	2.65743947
GEO	1995	1.807	NA	4657722	Asia	NA	NA
GEO	2000	1.609	NA	4077131	Asia	95.5	7.194592
GEO	2005	1.583	NA	3902469	Asia	98.3	8.07734203
GEO	2010	1.973	NA	3786695	Asia	99.6	8.93945503
GEO	2015	2.214	NA	3725276	Asia	99.9	7.29130507
GMB	1965	6.192	0.327	455952	Africa	NA	NA
GMB	1970	6.257	0.355	524105	Africa	NA	NA
GMB	1975	6.428	0.429	606821	Africa	NA	NA
GMB	1980	6.414	0.584	713913	Africa	NA	NA
GMB	1985	6.357	0.781	858874	Africa	NA	NA
GMB	1990	6.246	1.166	1054696	Africa	44.1	NA
GMB	1995	5.994	1.588	1264313	Africa	NA	NA
GMB	2000	5.716	2.001	1455084	Africa	51.6	10.78532791
GMB	2005	5.708	2.64	1667037	Africa	NA	5.386024
GMB	2010	5.558	3.255	1926630	Africa	56.1	4.11944056
GMB	2015	5.003	4.181	2224529	Africa	NA	3.1761291
DEU	1995	1.25	9.608	81678051	Europe	NA	NA
DEU	2000	1.38	10.141	82211508	Europe	98.6	9.88843536
DEU	2005	1.34	11.792	82469422	Europe	98.2	10.31153965
DEU	2010	1.39	12.435	81776930	Europe	96.8	11.09592915
DEU	2015	1.5	12.203	81686611	Europe	97.1	11.19027996
DDR	1960	NA	NA	NA	NA	NA	NA
DDR	1965	NA	NA	NA	NA	NA	NA
DDR	1970	NA	NA	NA	NA	NA	NA
DDR	1975	NA	NA	NA	NA	NA	NA
DDR	1980	NA	NA	NA	NA	NA	NA
DDR	1985	NA	NA	NA	NA	NA	NA
DDR	1990	NA	NA	NA	NA	NA	NA
DEU	1960	2.37	7.394	72814900	Europe	NA	NA
DEU	1965	2.5	7.39	75963695	Europe	NA	NA
DEU	1970	2.03	7.044	78169289	Europe	NA	NA
DEU	1975	1.45	7.042	78673554	Europe	NA	NA
DEU	1980	1.44	7.276	78288576	Europe	NA	NA
DEU	1985	1.37	7.619	77684873	Europe	NA	NA
DEU	1990	1.45	8.737	79433029	Europe	NA	NA
GHA	1960	6.89	0.553	6961215	Africa	NA	NA
GHA	1965	6.88	1.14	7882606	Africa	NA	NA
GHA	1970	6.952	2.214	8925813	Africa	NA	NA
GHA	1975	6.762	2.994	10294308	Africa	NA	NA
GHA	1980	6.474	3.561	11941448	Africa	NA	NA
GHA	1985	6.119	4.027	13661229	Africa	NA	NA
GHA	1990	5.737	4.447	15394648	Africa	NA	NA
GHA	1995	5.106	4.827	17399017	Africa	NA	NA
GHA	2000	4.827	5.507	19637087	Africa	NA	1.7894485
GHA	2005	4.496	6.253	22449438	Africa	NA	3.50288439
GHA	2010	4.181	6.912	25474995	Africa	NA	4.73425055
GHA	2015	3.982	7.488	28696068	Africa	NA	4.5429677999999996
KIR	1980	4.964	NA	61148	Oceania	NA	NA
KIR	1985	4.911	NA	66496	Oceania	NA	NA
KIR	1990	4.668	NA	74855	Oceania	60	NA
KIR	1995	4.419	NA	81234	Oceania	NA	NA
KIR	2000	4.071	NA	88613	Oceania	85	7.77379847
KIR	2005	3.76	NA	98035	Oceania	63	11.36301994
KIR	2010	3.898	NA	108704	Oceania	98.3	8.76666641
KIR	2015	3.438	NA	116815	Oceania	NA	7.21568632
GRC	1960	2.23	6.839	8331725	Europe	NA	NA
GRC	1965	2.25	6.026	8550333	Europe	NA	NA
GRC	1970	2.4	6.136	8792806	Europe	NA	NA
GRC	1975	2.33	6.423	9046541	Europe	NA	NA
GRC	1980	2.23	6.956	9642505	Europe	99.29	NA
GRC	1985	1.67	7.832	9934300	Europe	99.7	NA
GRC	1990	1.39	8.946	10196792	Europe	99.82	NA
GRC	1995	1.28	9.237	10562153	Europe	99.88	NA
GRC	2000	1.25	9.711	10805808	Europe	99.9	7.24332571
GRC	2005	1.34	10.887	10987314	Europe	100	8.56466961
GRC	2010	1.48	11.391	11121341	Europe	100	9.59662342
GRC	2015	1.33	11.21	10820883	Europe	99.9	8.22004509
GRD	1975	3.754	NA	98126	Americas	NA	NA
GRD	1980	3.298	NA	94538	Americas	NA	NA
GRD	1985	3.478	NA	96111	Americas	NA	NA
GRD	1990	3.058	NA	99957	Americas	NA	NA
GRD	1995	2.822	NA	103869	Americas	100	NA
GRD	2000	2.441	NA	107451	Americas	100	5.35886383
GRD	2005	2.242	NA	109734	Americas	100	5.14460278
GRD	2010	2.038	NA	111586	Americas	NA	5.4188118
GRD	2015	1.715	NA	114676	Americas	99	4.64675617
GTM	1960	6.999	1.192	4063655	Americas	NA	NA
GTM	1965	6.839	1.296	4704965	Americas	NA	NA
GTM	1970	6.6	1.549	5396966	Americas	NA	NA
GTM	1975	6.41	1.873	6128731	Americas	NA	NA
GTM	1980	6.171	2.589	6900212	Americas	NA	NA
GTM	1985	5.729	2.897	7849693	Americas	NA	NA
GTM	1990	5.48	3.226	9024773	Americas	NA	NA
GTM	1995	5.105	3.566	10312996	Americas	34.8	NA
GTM	2000	4.583	3.951	11697592	Americas	41.4	5.39686108
GTM	2005	3.974	3.89	13087629	Americas	NA	6.14826393
GTM	2010	3.375	4.865	14500112	Americas	52.3	6.1247797
GTM	2015	3.029	5.407	15971743	Americas	65.5	6.00602007
GIN	1960	6.112	NA	3556749	Africa	NA	NA
GIN	1965	6.178	NA	3890716	Africa	NA	NA
GIN	1970	6.243	NA	4277535	Africa	NA	NA
GIN	1975	6.367	NA	4653876	Africa	NA	NA
GIN	1980	6.459	NA	5047419	Africa	NA	NA
GIN	1985	6.527	NA	5610373	Africa	NA	NA
GIN	1990	6.515	NA	6434374	Africa	NA	NA
GIN	1995	6.288	NA	7553249	Africa	NA	NA
GIN	2000	5.918	NA	8428832	Africa	NA	4.740973
GIN	2005	5.727	NA	9245844	Africa	38	4.03452682
GIN	2010	5.435	NA	10396086	Africa	NA	3.42781734
GIN	2015	5.002	NA	11767070	Africa	NA	5.80919266
GUY	1970	5.411	5.477	702705	Americas	NA	NA
GUY	1975	4.45	5.894	745393	Americas	NA	NA
GUY	1980	3.77	6.493	774367	Americas	NA	NA
GUY	1985	3.47	7.026	771477	Americas	NA	NA
GUY	1990	3.181	7.398	749894	Americas	NA	NA
GUY	1995	3.238	8.248	758388	Americas	93	NA
GUY	2000	3.057	8.96	764832	Americas	82.9	3.18737936
GUY	2005	2.648	9.327	760914	Americas	96.7	3.79409742
GUY	2010	2.684	9.531	749256	Americas	NA	4.21897697
GUY	2015	2.667	9.504	758781	Americas	95.8	4.02264786
HTI	1960	6.178	0.587	3858443	Americas	NA	NA
HTI	1965	6.129	0.707	4223820	Americas	NA	NA
HTI	1970	5.911	0.929	4635124	Americas	NA	NA
HTI	1975	5.748	1.246	5099086	Americas	NA	NA
HTI	1980	5.557	1.701	5614493	Americas	NA	NA
HTI	1985	5.495	2.08	6190862	Americas	NA	NA
HTI	1990	5.414	2.563	6854441	Americas	NA	NA
HTI	1995	4.884	3.024	7562546	Americas	20.6	NA
HTI	2000	4.39	3.312	8303151	Americas	23.8	3.99165702
HTI	2005	3.835	3.805	9061273	Americas	26.1	3.30554652
HTI	2010	3.497	4.175	9803294	Americas	NA	4.54871035
HTI	2015	3.11	4.42	10523242	Americas	NA	5.07518148
HND	1960	7.458	1.772	2062060	Americas	NA	NA
HND	1965	7.442	1.965	2377157	Americas	NA	NA
HND	1970	7.172	2.232	2750715	Americas	NA	NA
HND	1975	6.866	2.64	3193234	Americas	NA	NA
HND	1980	6.418	3.723	3727173	Americas	NA	NA
HND	1985	5.816	4.658	4323342	Americas	NA	NA
HND	1990	5.271	5.098	4980488	Americas	NA	NA
HND	1995	4.835	5.398	5739637	Americas	NA	NA
HND	2000	4.289	5.829	6577773	Americas	NA	6.26817989
HND	2005	3.577	6.276	7478355	Americas	NA	7.50086403
HND	2010	3.078	6.749	8365878	Americas	NA	8.72536373
HND	2015	2.746	7.246	9237305	Americas	72	7.4837904
HUN	1960	2.02	7.333	9983512	Europe	NA	NA
HUN	1965	1.82	7.565	10147935	Europe	NA	NA
HUN	1970	1.98	8.104	10337910	Europe	NA	NA
HUN	1975	2.35	8.604	10540525	Europe	NA	NA
HUN	1980	1.91	9.082	10711122	Europe	NA	NA
HUN	1985	1.85	8.985	10648713	Europe	NA	NA
HUN	1990	1.87	9.188	10373988	Europe	99.4	NA
HUN	1995	1.57	10.591	10328965	Europe	99.4	NA
HUN	2000	1.32	11.515	10210971	Europe	99.5	6.77804327
HUN	2005	1.31	11.89	10087065	Europe	99.6	7.98451281
HUN	2010	1.25	12.035	10000023	Europe	99.1	7.44858313
HUN	2015	1.45	12.076	9797755	Europe	99.6	6.85402203
ISL	1960	4.29	6.237	175574	Europe	NA	NA
ISL	1965	3.73	6.498	192286	Europe	NA	NA
ISL	1970	2.81	7.036	204438	Europe	NA	NA
ISL	1975	2.65	7.555	217979	Europe	NA	NA
ISL	1980	2.48	8.114	228138	Europe	NA	NA
